bucket,property_a,property_a_label,property_a_unique_systems,property_b,property_b_label,property_b_unique_systems,shared_systems,property_a_overlap_ratio,property_b_overlap_ratio
experiment,glass_transition_temperature,glass_transition_temperature_K,793,density,density_g/cm^3,5966,307,0.3871374527112232,0.05145826349312772
experiment,glass_transition_temperature,glass_transition_temperature_K,793,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,22,0.027742749054224466,0.4489795918367347
experiment,glass_transition_temperature,glass_transition_temperature_K,793,electrical_conductivity,electrical_conductivity_S/m_log10,703,112,0.14123581336696092,0.1593172119487909
experiment,glass_transition_temperature,glass_transition_temperature_K,793,equilibrium_pressure,pressure_kPa_log10,95,33,0.0416141235813367,0.3473684210526316
experiment,glass_transition_temperature,glass_transition_temperature_K,793,glass_transition_temperature,glass_transition_temperature_K,793,793,1.0,1.0
experiment,glass_transition_temperature,glass_transition_temperature_K,793,heat_capacity,heat_capacity_J/mol/K,352,74,0.09331651954602774,0.21022727272727273
experiment,glass_transition_temperature,glass_transition_temperature_K,793,melting_point,melting_point_K,3460,240,0.3026481715006305,0.06936416184971098
experiment,glass_transition_temperature,glass_transition_temperature_K,793,pec50,pEC50,305,50,0.06305170239596469,0.16393442622950818
experiment,glass_transition_temperature,glass_transition_temperature_K,793,refractive_index,refractive_index_unitless,726,132,0.1664564943253468,0.18181818181818182
experiment,glass_transition_temperature,glass_transition_temperature_K,793,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,13,0.01639344262295082,0.3611111111111111
experiment,glass_transition_temperature,glass_transition_temperature_K,793,solvation,solvation_kcal/mol,74,24,0.03026481715006305,0.32432432432432434
experiment,glass_transition_temperature,glass_transition_temperature_K,793,speed_of_sound,speed_of_sound_m/s,216,50,0.06305170239596469,0.23148148148148148
experiment,glass_transition_temperature,glass_transition_temperature_K,793,static_relative_permittivity,static_relative_permittivity_unitless,44,27,0.034047919293820936,0.6136363636363636
experiment,glass_transition_temperature,glass_transition_temperature_K,793,surface_tension,surface_tension_mN/m,1141,140,0.17654476670870115,0.12269938650306748
experiment,glass_transition_temperature,glass_transition_temperature_K,793,thermal_conductivity,thermal_conductivity_W/m/K,93,36,0.04539722572509458,0.3870967741935484
experiment,glass_transition_temperature,glass_transition_temperature_K,793,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,397,0.5006305170239597,0.14404934687953555
experiment,glass_transition_temperature,glass_transition_temperature_K,793,transfer,transfer_kcal/mol,64,21,0.02648171500630517,0.328125
experiment,glass_transition_temperature,glass_transition_temperature_K,793,viscosity,viscosity_mPa*s_log10,2586,268,0.3379571248423707,0.10363495746326373
experiment,glass_transition_temperature,glass_transition_temperature_K,793,x_co2,x_CO2_unitless,122,46,0.058007566204287514,0.3770491803278688
experiment,heat_capacity,heat_capacity_J/mol/K,352,density,density_g/cm^3,5966,295,0.8380681818181818,0.04944686557157224
experiment,heat_capacity,heat_capacity_J/mol/K,352,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,31,0.08806818181818182,0.6326530612244898
experiment,heat_capacity,heat_capacity_J/mol/K,352,electrical_conductivity,electrical_conductivity_S/m_log10,703,132,0.375,0.18776671408250356
experiment,heat_capacity,heat_capacity_J/mol/K,352,equilibrium_pressure,pressure_kPa_log10,95,53,0.15056818181818182,0.5578947368421052
experiment,heat_capacity,heat_capacity_J/mol/K,352,glass_transition_temperature,glass_transition_temperature_K,793,74,0.21022727272727273,0.09331651954602774
experiment,heat_capacity,heat_capacity_J/mol/K,352,heat_capacity,heat_capacity_J/mol/K,352,352,1.0,1.0
experiment,heat_capacity,heat_capacity_J/mol/K,352,melting_point,melting_point_K,3460,149,0.42329545454545453,0.0430635838150289
experiment,heat_capacity,heat_capacity_J/mol/K,352,pec50,pEC50,305,65,0.1846590909090909,0.21311475409836064
experiment,heat_capacity,heat_capacity_J/mol/K,352,refractive_index,refractive_index_unitless,726,166,0.4715909090909091,0.22865013774104684
experiment,heat_capacity,heat_capacity_J/mol/K,352,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,21,0.05965909090909091,0.5833333333333334
experiment,heat_capacity,heat_capacity_J/mol/K,352,solvation,solvation_kcal/mol,74,33,0.09375,0.44594594594594594
experiment,heat_capacity,heat_capacity_J/mol/K,352,speed_of_sound,speed_of_sound_m/s,216,110,0.3125,0.5092592592592593
experiment,heat_capacity,heat_capacity_J/mol/K,352,static_relative_permittivity,static_relative_permittivity_unitless,44,32,0.09090909090909091,0.7272727272727273
experiment,heat_capacity,heat_capacity_J/mol/K,352,surface_tension,surface_tension_mN/m,1141,195,0.5539772727272727,0.17090271691498685
experiment,heat_capacity,heat_capacity_J/mol/K,352,thermal_conductivity,thermal_conductivity_W/m/K,93,72,0.20454545454545456,0.7741935483870968
experiment,heat_capacity,heat_capacity_J/mol/K,352,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,108,0.3068181818181818,0.03918722786647315
experiment,heat_capacity,heat_capacity_J/mol/K,352,transfer,transfer_kcal/mol,64,31,0.08806818181818182,0.484375
experiment,heat_capacity,heat_capacity_J/mol/K,352,viscosity,viscosity_mPa*s_log10,2586,270,0.7670454545454546,0.10440835266821345
experiment,heat_capacity,heat_capacity_J/mol/K,352,x_co2,x_CO2_unitless,122,63,0.17897727272727273,0.5163934426229508
experiment,melting_point,melting_point_K,3460,density,density_g/cm^3,5966,897,0.2592485549132948,0.15035199463627222
experiment,melting_point,melting_point_K,3460,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,32,0.009248554913294798,0.6530612244897959
experiment,melting_point,melting_point_K,3460,electrical_conductivity,electrical_conductivity_S/m_log10,703,260,0.07514450867052024,0.36984352773826457
experiment,melting_point,melting_point_K,3460,equilibrium_pressure,pressure_kPa_log10,95,55,0.015895953757225433,0.5789473684210527
experiment,melting_point,melting_point_K,3460,glass_transition_temperature,glass_transition_temperature_K,793,240,0.06936416184971098,0.3026481715006305
experiment,melting_point,melting_point_K,3460,heat_capacity,heat_capacity_J/mol/K,352,149,0.0430635838150289,0.42329545454545453
experiment,melting_point,melting_point_K,3460,melting_point,melting_point_K,3460,3460,1.0,1.0
experiment,melting_point,melting_point_K,3460,pec50,pEC50,305,96,0.027745664739884393,0.31475409836065577
experiment,melting_point,melting_point_K,3460,refractive_index,refractive_index_unitless,726,211,0.06098265895953757,0.290633608815427
experiment,melting_point,melting_point_K,3460,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,27,0.007803468208092485,0.75
experiment,melting_point,melting_point_K,3460,solvation,solvation_kcal/mol,74,39,0.011271676300578034,0.527027027027027
experiment,melting_point,melting_point_K,3460,speed_of_sound,speed_of_sound_m/s,216,86,0.02485549132947977,0.39814814814814814
experiment,melting_point,melting_point_K,3460,static_relative_permittivity,static_relative_permittivity_unitless,44,35,0.010115606936416185,0.7954545454545454
experiment,melting_point,melting_point_K,3460,surface_tension,surface_tension_mN/m,1141,289,0.08352601156069364,0.2532865907099036
experiment,melting_point,melting_point_K,3460,thermal_conductivity,thermal_conductivity_W/m/K,93,48,0.013872832369942197,0.5161290322580645
experiment,melting_point,melting_point_K,3460,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,793,0.22919075144508672,0.28773584905660377
experiment,melting_point,melting_point_K,3460,transfer,transfer_kcal/mol,64,38,0.010982658959537572,0.59375
experiment,melting_point,melting_point_K,3460,viscosity,viscosity_mPa*s_log10,2586,758,0.21907514450867052,0.29311678267594743
experiment,melting_point,melting_point_K,3460,x_co2,x_CO2_unitless,122,68,0.019653179190751446,0.5573770491803278
experiment,pec50,pEC50,305,density,density_g/cm^3,5966,157,0.5147540983606558,0.02631578947368421
experiment,pec50,pEC50,305,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,19,0.06229508196721312,0.3877551020408163
experiment,pec50,pEC50,305,electrical_conductivity,electrical_conductivity_S/m_log10,703,78,0.25573770491803277,0.11095305832147938
experiment,pec50,pEC50,305,equilibrium_pressure,pressure_kPa_log10,95,33,0.10819672131147541,0.3473684210526316
experiment,pec50,pEC50,305,glass_transition_temperature,glass_transition_temperature_K,793,50,0.16393442622950818,0.06305170239596469
experiment,pec50,pEC50,305,heat_capacity,heat_capacity_J/mol/K,352,65,0.21311475409836064,0.1846590909090909
experiment,pec50,pEC50,305,melting_point,melting_point_K,3460,96,0.31475409836065577,0.027745664739884393
experiment,pec50,pEC50,305,pec50,pEC50,305,305,1.0,1.0
experiment,pec50,pEC50,305,refractive_index,refractive_index_unitless,726,82,0.26885245901639343,0.11294765840220386
experiment,pec50,pEC50,305,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,15,0.04918032786885246,0.4166666666666667
experiment,pec50,pEC50,305,solvation,solvation_kcal/mol,74,23,0.07540983606557378,0.3108108108108108
experiment,pec50,pEC50,305,speed_of_sound,speed_of_sound_m/s,216,43,0.14098360655737704,0.19907407407407407
experiment,pec50,pEC50,305,static_relative_permittivity,static_relative_permittivity_unitless,44,19,0.06229508196721312,0.4318181818181818
experiment,pec50,pEC50,305,surface_tension,surface_tension_mN/m,1141,108,0.3540983606557377,0.09465381244522349
experiment,pec50,pEC50,305,thermal_conductivity,thermal_conductivity_W/m/K,93,30,0.09836065573770492,0.3225806451612903
experiment,pec50,pEC50,305,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,67,0.21967213114754097,0.024310595065312045
experiment,pec50,pEC50,305,transfer,transfer_kcal/mol,64,20,0.06557377049180328,0.3125
experiment,pec50,pEC50,305,viscosity,viscosity_mPa*s_log10,2586,117,0.3836065573770492,0.04524361948955916
experiment,pec50,pEC50,305,x_co2,x_CO2_unitless,122,36,0.1180327868852459,0.29508196721311475
experiment,refractive_index,refractive_index_unitless,726,density,density_g/cm^3,5966,606,0.8347107438016529,0.10157559503855179
experiment,refractive_index,refractive_index_unitless,726,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,38,0.05234159779614325,0.7755102040816326
experiment,refractive_index,refractive_index_unitless,726,electrical_conductivity,electrical_conductivity_S/m_log10,703,258,0.35537190082644626,0.3669985775248933
experiment,refractive_index,refractive_index_unitless,726,equilibrium_pressure,pressure_kPa_log10,95,52,0.07162534435261708,0.5473684210526316
experiment,refractive_index,refractive_index_unitless,726,glass_transition_temperature,glass_transition_temperature_K,793,132,0.18181818181818182,0.1664564943253468
experiment,refractive_index,refractive_index_unitless,726,heat_capacity,heat_capacity_J/mol/K,352,166,0.22865013774104684,0.4715909090909091
experiment,refractive_index,refractive_index_unitless,726,melting_point,melting_point_K,3460,211,0.290633608815427,0.06098265895953757
experiment,refractive_index,refractive_index_unitless,726,pec50,pEC50,305,82,0.11294765840220386,0.26885245901639343
experiment,refractive_index,refractive_index_unitless,726,refractive_index,refractive_index_unitless,726,726,1.0,1.0
experiment,refractive_index,refractive_index_unitless,726,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,25,0.03443526170798898,0.6944444444444444
experiment,refractive_index,refractive_index_unitless,726,solvation,solvation_kcal/mol,74,37,0.05096418732782369,0.5
experiment,refractive_index,refractive_index_unitless,726,speed_of_sound,speed_of_sound_m/s,216,186,0.256198347107438,0.8611111111111112
experiment,refractive_index,refractive_index_unitless,726,static_relative_permittivity,static_relative_permittivity_unitless,44,35,0.048209366391184574,0.7954545454545454
experiment,refractive_index,refractive_index_unitless,726,surface_tension,surface_tension_mN/m,1141,318,0.4380165289256198,0.2787028921998247
experiment,refractive_index,refractive_index_unitless,726,thermal_conductivity,thermal_conductivity_W/m/K,93,64,0.0881542699724518,0.6881720430107527
experiment,refractive_index,refractive_index_unitless,726,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,163,0.22451790633608815,0.05914368650217707
experiment,refractive_index,refractive_index_unitless,726,transfer,transfer_kcal/mol,64,31,0.04269972451790634,0.484375
experiment,refractive_index,refractive_index_unitless,726,viscosity,viscosity_mPa*s_log10,2586,546,0.7520661157024794,0.2111368909512761
experiment,refractive_index,refractive_index_unitless,726,x_co2,x_CO2_unitless,122,75,0.10330578512396695,0.6147540983606558
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,density,density_g/cm^3,5966,36,1.0,0.006034193764666443
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,9,0.25,0.1836734693877551
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,electrical_conductivity,electrical_conductivity_S/m_log10,703,31,0.8611111111111112,0.044096728307254626
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,equilibrium_pressure,pressure_kPa_log10,95,19,0.5277777777777778,0.2
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,glass_transition_temperature,glass_transition_temperature_K,793,13,0.3611111111111111,0.01639344262295082
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,heat_capacity,heat_capacity_J/mol/K,352,21,0.5833333333333334,0.05965909090909091
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,melting_point,melting_point_K,3460,27,0.75,0.007803468208092485
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,pec50,pEC50,305,15,0.4166666666666667,0.04918032786885246
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,refractive_index,refractive_index_unitless,726,25,0.6944444444444444,0.03443526170798898
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,36,1.0,1.0
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,solvation,solvation_kcal/mol,74,11,0.3055555555555556,0.14864864864864866
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,speed_of_sound,speed_of_sound_m/s,216,18,0.5,0.08333333333333333
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,static_relative_permittivity,static_relative_permittivity_unitless,44,12,0.3333333333333333,0.2727272727272727
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,surface_tension,surface_tension_mN/m,1141,30,0.8333333333333334,0.026292725679228746
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,thermal_conductivity,thermal_conductivity_W/m/K,93,20,0.5555555555555556,0.21505376344086022
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,thermal_decomposition_temperature,thermal_decomposition_temperature_K,2756,17,0.4722222222222222,0.006168359941944848
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,transfer,transfer_kcal/mol,64,10,0.2777777777777778,0.15625
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,viscosity,viscosity_mPa*s_log10,2586,34,0.9444444444444444,0.013147718484145398
experiment,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,x_co2,x_CO2_unitless,122,18,0.5,0.14754098360655737
experiment,solvation,solvation_kcal/mol,74,density,density_g/cm^3,5966,70,0.9459459459459459,0.011733154542406973
experiment,solvation,solvation_kcal/mol,74,dynamic_relative_permittivity,dynamic_relative_permittivity_unitless,49,14,0.1891891891891892,0.2857142857142857
experiment,solvation,solvation_kcal/mol,74,electrical_conductivity,electrical_conductivity_S/m_log10,703,40,0.5405405405405406,0.05689900426742532
experiment,solvation,solvation_kcal/mol,74,equilibrium_pressure,pressure_kPa_log10,95,21,0.28378378378378377,0.22105263157894736
experiment,solvation,solvation_kcal/mol,74,glass_transition_temperature,glass_transition_temperature_K,793,24,0.32432432432432434,0.03026481715006305
experiment,solvation,solvation_kcal/mol,74,heat_capacity,heat_capacity_J/mol/K,352,33,0.44594594594594594,0.09375
experiment,solvation,solvation_kcal/mol,74,melting_point,melting_point_K,3460,39,0.527027027027027,0.011271676300578034
experiment,solvation,solvation_kcal/mol,74,pec50,pEC50,305,23,0.3108108108108108,0.07540983606557378
experiment,solvation,solvation_kcal/mol,74,refractive_index,refractive_index_unitless,726,37,0.5,0.05096418732782369
experiment,solvation,solvation_kcal/mol,74,self_diffusion_coefficient,self_diffusion_coefficient_10^-9*m^2/s_log10,36,11,0.14864864864864866,0.3055555555555556
experiment,solvation,solvation_kcal/mol,74,solvation,solvation_kcal/mol,74,74,1.0,1.0
